SapaLogicColor,TechDesignColor,SurfaceTreatmentGroup,OutputText,RGB,DescriptionSE,DescriptionNO,DescriptionDK,DescriptionFI,DescriptionEN,DescriptionPL
3010R90B - GL30,N3010.340M,NC_1,3010R90B_GL30,N|150|165|176,NCS S 3010-R90B Glans 30,NCS S 3010-R90B Glans 30,NCS S 3010-R90B Glans 30,NCS S 3010-R90B Kiiltoaste 30,NCS S 3010-R90B Gloss 30,NCS S 3010-R90B Polysk 30
3010B10G - GL30,N3010.340O,NC_1,3010B10G_GL30,N|158|180|188,NCS S 3010-B10G Glans 30,NCS S 3010-B10G Glans 30,NCS S 3010-B10G Glans 30,NCS S 3010-B10G Kiiltoaste 30,NCS S 3010-B10G Gloss 30,NCS S 3010-B10G Polysk 30
3010Y10R - GL30,N3010.340P,NC_1,3010Y10R_GL30,N|188|181|158,NCS S 3010-Y10R Glans 30,NCS S 3010-Y10R Glans 30,NCS S 3010-Y10R Glans 30,NCS S 3010-Y10R Kiiltoaste 30,NCS S 3010-Y10R Gloss 30,NCS S 3010-Y10R Polysk 30
3010G10Y - GL30,N3010.340Q,NC_1,3010G10Y_GL30,N|162|188|163,NCS S 3010-G10Y Glans 30,NCS S 3010-G10Y Glans 30,NCS S 3010-G10Y Glans 30,NCS S 3010-G10Y Kiiltoaste 30,NCS S 3010-G10Y Gloss 30,NCS S 3010-G10Y Polysk 30
3010B90G - GL30,N3010.340S,NC_1,3010B90G_GL30,N|155|188|173,NCS S 3010-B90G Glans 30,NCS S 3010-B90G Glans 30,NCS S 3010-B90G Glans 30,NCS S 3010-B90G Kiiltoaste 30,NCS S 3010-B90G Gloss 30,NCS S 3010-B90G Polysk 30
3010G20Y - GL30,N3010.340T,NC_1,3010G20Y_GL30,N|168|188|160,NCS S 3010-G20Y Glans 30,NCS S 3010-G20Y Glans 30,NCS S 3010-G20Y Glans 30,NCS S 3010-G20Y Kiiltoaste 30,NCS S 3010-G20Y Gloss 30,NCS S 3010-G20Y Polysk 30
3010G50Y - GL30,N3010.340U,NC_1,3010G50Y_GL30,N|181|188|158,NCS S 3010-G50Y Glans 30,NCS S 3010-G50Y Glans 30,NCS S 3010-G50Y Glans 30,NCS S 3010-G50Y Kiiltoaste 30,NCS S 3010-G50Y Gloss 30,NCS S 3010-G50Y Polysk 30
3010B70G - GL30,N3010.340X,NC_1,3010B70G_GL30,N|159|188|184,NCS S 3010-B70G Glans 30,NCS S 3010-B70G Glans 30,NCS S 3010-B70G Glans 30,NCS S 3010-B70G Kiiltoaste 30,NCS S 3010-B70G Gloss 30,NCS S 3010-B70G Polysk 30
3010R70B - GL30,N3010.340Z,NC_1,3010R70B_GL30,N|167|156|188,NCS S 3010-R70B Glans 30,NCS S 3010-R70B Glans 30,NCS S 3010-R70B Glans 30,NCS S 3010-R70B Kiiltoaste 30,NCS S 3010-R70B Gloss 30,NCS S 3010-R70B Polysk 30
3010G40Y - GL80,N3010.8404,NC_1,3010G40Y_GL80,N|178|188|157,NCS S 3010-G40Y Glans 80,NCS S 3010-G40Y Glans 80,NCS S 3010-G40Y Glans 80,NCS S 3010-G40Y Kiiltoaste 80,NCS S 3010-G40Y Gloss 80,NCS S 3010-G40Y Polysk 80
3010R50B - GL80,N3010.8409,NC_1,3010R50B_GL80,N|188|159|182,NCS S 3010-R50B Glans 80,NCS S 3010-R50B Glans 80,NCS S 3010-R50B Glans 80,NCS S 3010-R50B Kiiltoaste 80,NCS S 3010-R50B Gloss 80,NCS S 3010-R50B Polysk 80
3010Y20R - GL80,N3010.840A,NC_1,3010Y20R_GL80,N|188|178|157,NCS S 3010-Y20R Glans 80,NCS S 3010-Y20R Glans 80,NCS S 3010-Y20R Glans 80,NCS S 3010-Y20R Kiiltoaste 80,NCS S 3010-Y20R Gloss 80,NCS S 3010-Y20R Polysk 80
3010B - GL80,N3010.840B,NC_1,3010B_GL80,N|156|176|188,NCS S 3010-B Glans 80,NCS S 3010-B Glans 80,NCS S 3010-B Glans 80,NCS S 3010-B Kiiltoaste 80,NCS S 3010-B Gloss 80,NCS S 3010-B Polysk 80
3010G - GL80,N3010.840G,NC_1,3010G_GL80,N|152|188|166,NCS S 3010-G Glans 80,NCS S 3010-G Glans 80,NCS S 3010-G Glans 80,NCS S 3010-G Kiiltoaste 80,NCS S 3010-G Gloss 80,NCS S 3010-G Polysk 80
3010G30Y - GL80,N3010.840H,NC_1,3010G30Y_GL80,N|173|188|158,NCS S 3010-G30Y Glans 80,NCS S 3010-G30Y Glans 80,NCS S 3010-G30Y Glans 80,NCS S 3010-G30Y Kiiltoaste 80,NCS S 3010-G30Y Gloss 80,NCS S 3010-G30Y Polysk 80
3010Y30R - GL80,N3010.840L,NC_1,3010Y30R_GL80,N|188|175|156,NCS S 3010-Y30R Glans 80,NCS S 3010-Y30R Glans 80,NCS S 3010-Y30R Glans 80,NCS S 3010-Y30R Kiiltoaste 80,NCS S 3010-Y30R Gloss 80,NCS S 3010-Y30R Polysk 80
3010R90B - GL80,N3010.840M,NC_1,3010R90B_GL80,N|150|163|188,NCS S 3010-R90B Glans 80,NCS S 3010-R90B Glans 80,NCS S 3010-R90B Glans 80,NCS S 3010-R90B Kiiltoaste 80,NCS S 3010-R90B Gloss 80,NCS S 3010-R90B Polysk 80
3010B10G - GL80,N3010.840O,NC_1,3010B10G_GL80,N|158|180|188,NCS S 3010-B10G Glans 80,NCS S 3010-B10G Glans 80,NCS S 3010-B10G Glans 80,NCS S 3010-B10G Kiiltoaste 80,NCS S 3010-B10G Gloss 80,NCS S 3010-B10G Polysk 80
3010G10Y - GL80,N3010.840Q,NC_1,3010G10Y_GL80,N|162|188|163,NCS S 3010-G10Y Glans 80,NCS S 3010-G10Y Glans 80,NCS S 3010-G10Y Glans 80,NCS S 3010-G10Y Kiiltoaste 80,NCS S 3010-G10Y Gloss 80,NCS S 3010-G10Y Polysk 80
3010G20Y - GL80,N3010.840T,NC_1,3010G20Y_GL80,N|168|188|160,NCS S 3010-G20Y Glans 80,NCS S 3010-G20Y Glans 80,NCS S 3010-G20Y Glans 80,NCS S 3010-G20Y Kiiltoaste 80,NCS S 3010-G20Y Gloss 80,NCS S 3010-G20Y Polysk 80
3010G50Y - GL80,N3010.840U,NC_1,3010G50Y_GL80,N|181|188|158,NCS S 3010-G50Y Glans 80,NCS S 3010-G50Y Glans 80,NCS S 3010-G50Y Glans 80,NCS S 3010-G50Y Kiiltoaste 80,NCS S 3010-G50Y Gloss 80,NCS S 3010-G50Y Polysk 80
3010B70G - GL80,N3010.840X,NC_1,3010B70G_GL80,N|159|188|184,NCS S 3010-B70G Glans 80,NCS S 3010-B70G Glans 80,NCS S 3010-B70G Glans 80,NCS S 3010-B70G Kiiltoaste 80,NCS S 3010-B70G Gloss 80,NCS S 3010-B70G Polysk 80
3010Y - GL80,N3010.840Y,NC_1,3010Y_GL80,N|188|184|159,NCS S 3010-Y Glans 80,NCS S 3010-Y Glans 80,NCS S 3010-Y Glans 80,NCS S 3010-Y Kiiltoaste 80,NCS S 3010-Y Gloss 80,NCS S 3010-Y Polysk 80
3010R70B - GL80,N3010.840Z,NC_1,3010R70B_GL80,N|162|167|179,NCS S 3010-R70B Glans 80,NCS S 3010-R70B Glans 80,NCS S 3010-R70B Glans 80,NCS S 3010-R70B Kiiltoaste 80,NCS S 3010-R70B Gloss 80,NCS S 3010-R70B Polysk 80
Doesn't exist,N3011.340I,NC_1,3010R80B_GL30,N|147|154|188,NCS S 3010-R80B Glans 30,NCS S 3010-R80B Glans 30,NCS S 3010-R80B Glans 30,NCS S 3010-R80B Kiiltoaste 30,NCS S 3010-R80B Gloss 30,NCS S 3010-R80B Polysk 30
Doesn't exist,N3020.340>,NC_1,3020B40G_GL30,N|119|163|164,NCS S 3020-B40G Glans 30,NCS S 3020-B40G Glans 30,NCS S 3020-B40G Glans 30,NCS S 3020-B40G Kiiltoaste 30,NCS S 3020-B40G Gloss 30,NCS S 3020-B40G Polysk 30
3020B30G - GL30,N3020.3400,NC_1,3020B30G_GL30,N|135|183|188,NCS S 3020-B30G Glans 30,NCS S 3020-B30G Glans 30,NCS S 3020-B30G Glans 30,NCS S 3020-B30G Kiiltoaste 30,NCS S 3020-B30G Gloss 30,NCS S 3020-B30G Polysk 30
3020R60B - GL30,N3020.3402,NC_1,3020R60B_GL30,N|170|130|188,NCS S 3020-R60B Glans 30,NCS S 3020-R60B Glans 30,NCS S 3020-R60B Glans 30,NCS S 3020-R60B Kiiltoaste 30,NCS S 3020-R60B Gloss 30,NCS S 3020-R60B Polysk 30
3020G40Y - GL30,N3020.3404,NC_1,3020G40Y_GL30,N|169|188|130,NCS S 3020-G40Y Glans 30,NCS S 3020-G40Y Glans 30,NCS S 3020-G40Y Glans 30,NCS S 3020-G40Y Kiiltoaste 30,NCS S 3020-G40Y Gloss 30,NCS S 3020-G40Y Polysk 30
3020B50G - GL30,N3020.3407,NC_1,3020B50G_GL30,N|136|188|186,NCS S 3020-B50G Glans 30,NCS S 3020-B50G Glans 30,NCS S 3020-B50G Glans 30,NCS S 3020-B50G Kiiltoaste 30,NCS S 3020-B50G Gloss 30,NCS S 3020-B50G Polysk 30
3020Y20R - GL30,N3020.340A,NC_1,3020Y20R_GL30,N|188|169|130,NCS S 3020-Y20R Glans 30,NCS S 3020-Y20R Glans 30,NCS S 3020-Y20R Glans 30,NCS S 3020-Y20R Kiiltoaste 30,NCS S 3020-Y20R Gloss 30,NCS S 3020-Y20R Polysk 30
3020B - GL30,N3020.340B,NC_1,3020B_GL30,N|129|166|188,NCS S 3020-B Glans 30,NCS S 3020-B Glans 30,NCS S 3020-B Glans 30,NCS S 3020-B Kiiltoaste 30,NCS S 3020-B Gloss 30,NCS S 3020-B Polysk 30
3020Y70R - GL30,N3020.340E,NC_1,3020Y70R_GL30,N|188|136|118,NCS S 3020-Y70R Glans 30,NCS S 3020-Y70R Glans 30,NCS S 3020-Y70R Glans 30,NCS S 3020-Y70R Kiiltoaste 30,NCS S 3020-Y70R Gloss 30,NCS S 3020-Y70R Polysk 30
3020Y90R - GL30,N3020.340F,NC_1,3020Y90R_GL30,N|185|139|134,NCS S 3020-Y90R Glans 30,NCS S 3020-Y90R Glans 30,NCS S 3020-Y90R Glans 30,NCS S 3020-Y90R Kiiltoaste 30,NCS S 3020-Y90R Gloss 30,NCS S 3020-Y90R Polysk 30
3020G30Y - GL30,N3020.340H,NC_1,3020G30Y_GL30,N|161|188|133,NCS S 3020-G30Y Glans 30,NCS S 3020-G30Y Glans 30,NCS S 3020-G30Y Glans 30,NCS S 3020-G30Y Kiiltoaste 30,NCS S 3020-G30Y Gloss 30,NCS S 3020-G30Y Polysk 30
3020G70Y - GL30,N3020.340K,NC_1,3020G70Y_GL30,N|185|188|136,NCS S 3020-G70Y Glans 30,NCS S 3020-G70Y Glans 30,NCS S 3020-G70Y Glans 30,NCS S 3020-G70Y Kiiltoaste 30,NCS S 3020-G70Y Gloss 30,NCS S 3020-G70Y Polysk 30
3020Y30R - GL30,N3020.340L,NC_1,3020Y30R_GL30,N|188|164|128,NCS S 3020-Y30R Glans 30,NCS S 3020-Y30R Glans 30,NCS S 3020-Y30R Glans 30,NCS S 3020-Y30R Kiiltoaste 30,NCS S 3020-Y30R Gloss 30,NCS S 3020-Y30R Polysk 30
3020R90B - GL30,N3020.340M,NC_1,3020R90B_GL30,N|120|143|188,NCS S 3020-R90B Glans 30,NCS S 3020-R90B Glans 30,NCS S 3020-R90B Glans 30,NCS S 3020-R90B Kiiltoaste 30,NCS S 3020-R90B Gloss 30,NCS S 3020-R90B Polysk 30
3020G10Y - GL30,N3020.340Q,NC_1,3020G10Y_GL30,N|139|188|142,NCS S 3020-G10Y Glans 30,NCS S 3020-G10Y Glans 30,NCS S 3020-G10Y Glans 30,NCS S 3020-G10Y Kiiltoaste 30,NCS S 3020-G10Y Gloss 30,NCS S 3020-G10Y Polysk 30
3020G20Y - GL30,N3020.340T,NC_1,3020G20Y_GL30,N|152|188|137,NCS S 3020-G20Y Glans 30,NCS S 3020-G20Y Glans 30,NCS S 3020-G20Y Glans 30,NCS S 3020-G20Y Kiiltoaste 30,NCS S 3020-G20Y Gloss 30,NCS S 3020-G20Y Polysk 30
3020B70G - GL30,N3020.340X,NC_1,3020B70G_GL30,N|134|188|180,NCS S 3020-B70G Glans 30,NCS S 3020-B70G Glans 30,NCS S 3020-B70G Glans 30,NCS S 3020-B70G Kiiltoaste 30,NCS S 3020-B70G Gloss 30,NCS S 3020-B70G Polysk 30
3020Y20R - GL80,N3020.840A,NC_1,3020Y20R_GL80,N|188|169|130,NCS S 3020-Y20R Glans 80,NCS S 3020-Y20R Glans 80,NCS S 3020-Y20R Glans 80,NCS S 3020-Y20R Kiiltoaste 80,NCS S 3020-Y20R Gloss 80,NCS S 3020-Y20R Polysk 80
3020B - GL80,N3020.840B,NC_1,3020B_GL80,N|129|166|188,NCS S 3020-B Glans 80,NCS S 3020-B Glans 80,NCS S 3020-B Glans 80,NCS S 3020-B Kiiltoaste 80,NCS S 3020-B Gloss 80,NCS S 3020-B Polysk 80
3020G - GL80,N3020.840G,NC_1,3020G_GL80,N|122|188|148,NCS S 3020-G Glans 80,NCS S 3020-G Glans 80,NCS S 3020-G Glans 80,NCS S 3020-G Kiiltoaste 80,NCS S 3020-G Gloss 80,NCS S 3020-G Polysk 80
3020G30Y - GL80,N3020.840H,NC_1,3020G30Y_GL80,N|146|167|134,NCS S 3020_G30Y Glans 80,NCS S 3020_G30Y Glans 80,NCS S 3020_G30Y Glans 80,NCS S 3020_G30Y Kiiltoaste 80,NCS S 3020_G30Y Gloss 80,NCS S 3020_G30Y Polysk 80
3020G60Y - GL80,N3020.840I,NC_1,3020G60Y_GL80,N|180|188|134,NCS S 3020-G60Y Glans 80,NCS S 3020-G60Y Glans 80,NCS S 3020-G60Y Glans 80,NCS S 3020-G60Y Kiiltoaste 80,NCS S 3020-G60Y Gloss 80,NCS S 3020-G60Y Polysk 80
3020Y40R - GL80,N3020.840J,NC_1,3020Y40R_GL80,N|188|157|126,NCS S 3020-Y40R Glans 80,NCS S 3020-Y40R Glans 80,NCS S 3020-Y40R Glans 80,NCS S 3020-Y40R Kiiltoaste 80,NCS S 3020-Y40R Gloss 80,NCS S 3020-Y40R Polysk 80
3020G70Y - GL80,N3020.840K,NC_1,3020G70Y_GL80,N|185|188|136,NCS S 3020-G70Y Glans 80,NCS S 3020-G70Y Glans 80,NCS S 3020-G70Y Glans 80,NCS S 3020-G70Y Kiiltoaste 80,NCS S 3020-G70Y Gloss 80,NCS S 3020-G70Y Polysk 80
3020Y30R - GL80,N3020.840L,NC_1,3020Y30R_GL80,N|188|164|128,NCS S 3020-Y30R Glans 80,NCS S 3020-Y30R Glans 80,NCS S 3020-Y30R Glans 80,NCS S 3020-Y30R Kiiltoaste 80,NCS S 3020-Y30R Gloss 80,NCS S 3020-Y30R Polysk 80
3020R90B - GL80,N3020.840M,NC_1,3020R90B_GL80,N|120|143|188,NCS S 3020-R90B Glans 80,NCS S 3020-R90B Glans 80,NCS S 3020-R90B Glans 80,NCS S 3020-R90B Kiiltoaste 80,NCS S 3020-R90B Gloss 80,NCS S 3020-R90B Polysk 80
3020B10G - GL80,N3020.840O,NC_1,3020B10G_GL80,N|132|174|188,NCS S 3020-B10G Glans 80,NCS S 3020-B10G Glans 80,NCS S 3020-B10G Glans 80,NCS S 3020-B10G Kiiltoaste 80,NCS S 3020-B10G Gloss 80,NCS S 3020-B10G Polysk 80
3020G10Y - GL80,N3020.840Q,NC_1,3020G10Y_GL80,N|139|188|142,NCS S 3020-G10Y Glans 80,NCS S 3020-G10Y Glans 80,NCS S 3020-G10Y Glans 80,NCS S 3020-G10Y Kiiltoaste 80,NCS S 3020-G10Y Gloss 80,NCS S 3020-G10Y Polysk 80
3020G20Y - GL80,N3020.840T,NC_1,3020G20Y_GL80,N|152|188|137,NCS S 3020-G20Y Glans 80,NCS S 3020-G20Y Glans 80,NCS S 3020-G20Y Glans 80,NCS S 3020-G20Y Kiiltoaste 80,NCS S 3020-G20Y Gloss 80,NCS S 3020-G20Y Polysk 80
3020G80Y - GL80,N3020.840V,NC_1,3020G80Y_GL80,N|172|166|120,NCS S 3020-G80Y Glans 80,NCS S 3020-G80Y Glans 80,NCS S 3020-G80Y Glans 80,NCS S 3020-G80Y Kiiltoaste 80,NCS S 3020-G80Y Gloss 80,NCS S 3020-G80Y Polysk 80
3020B70G - GL80,N3020.840X,NC_1,3020B70G_GL80,N|134|188|180,NCS S 3020-B70G Glans 80,NCS S 3020-B70G Glans 80,NCS S 3020-B70G Glans 80,NCS S 3020-B70G Kiiltoaste 80,NCS S 3020-B70G Gloss 80,NCS S 3020-B70G Polysk 80
3030Y20R - GL30,N3030.340A,NC_1,3030Y20R_GL30,N|188|162|107,NCS S 3030-Y20R Glans 30,NCS S 3030-Y20R Glans 30,NCS S 3030-Y20R Glans 30,NCS S 3030-Y20R Kiiltoaste 30,NCS S 3030-Y20R Gloss 30,NCS S 3030-Y20R Polysk 30
3030B - GL30,N3030.340B,NC_1,3030B_GL30,N|105|157|188,NCS S 3030-B Glans 30,NCS S 3030-B Glans 30,NCS S 3030-B Glans 30,NCS S 3030-B Kiiltoaste 30,NCS S 3030-B Gloss 30,NCS S 3030-B Polysk 30
3030Y80R - GL30,N3030.340C,NC_1,3030Y80R_GL30,N|188|107|90,NCS S 3030-Y80R Glans 30,NCS S 3030-Y80R Glans 30,NCS S 3030-Y80R Glans 30,NCS S 3030-Y80R Kiiltoaste 30,NCS S 3030-Y80R Gloss 30,NCS S 3030-Y80R Polysk 30
3030Y50R - GL30,N3030.340D,NC_1,3030Y50R_GL30,N|188|137|99,NCS S 3030-Y50R Glans 30,NCS S 3030-Y50R Glans 30,NCS S 3030-Y50R Glans 30,NCS S 3030-Y50R Kiiltoaste 30,NCS S 3030-Y50R Gloss 30,NCS S 3030-Y50R Polysk 30
3030Y70R - GL30,N3030.340E,NC_1,3030Y70R_GL30,N|188|117|93,NCS S 3030-Y70R Glans 30,NCS S 3030-Y70R Glans 30,NCS S 3030-Y70R Glans 30,NCS S 3030-Y70R Kiiltoaste 30,NCS S 3030-Y70R Gloss 30,NCS S 3030-Y70R Polysk 30
3030G30Y - GL30,N3030.340H,NC_1,3030G30Y_GL30,N|150|188|111,NCS S 3030-G30Y Glans 30,NCS S 3030-G30Y Glans 30,NCS S 3030-G30Y Glans 30,NCS S 3030-G30Y Kiiltoaste 30,NCS S 3030-G30Y Gloss 30,NCS S 3030-G30Y Polysk 30
3030R80B - GL30,N3030.340I,NC_1,3030R80B_GL30,N|90|108|188,NCS S 3030-R80B Glans 30,NCS S 3030-R80B Glans 30,NCS S 3030-R80B Glans 30,NCS S 3030-R80B Kiiltoaste 30,NCS S 3030-R80B Gloss 30,NCS S 3030-R80B Polysk 30
3030Y30R - GL30,N3030.340L,NC_1,3030Y30R_GL30,N|188|154|104,NCS S 3030-Y30R Glans 30,NCS S 3030-Y30R Glans 30,NCS S 3030-Y30R Glans 30,NCS S 3030-Y30R Kiiltoaste 30,NCS S 3030-Y30R Gloss 30,NCS S 3030-Y30R Polysk 30
3030Y10R - GL30,N3030.340P,NC_1,3030Y10R_GL30,N|188|169|109,NCS S 3030-Y10R Glans 30,NCS S 3030-Y10R Glans 30,NCS S 3030-Y10R Glans 30,NCS S 3030-Y10R Kiiltoaste 30,NCS S 3030-Y10R Gloss 30,NCS S 3030-Y10R Polysk 30
3030G10Y - GL30,N3030.340Q,NC_1,3030G10Y_GL30,N|121|188|124,NCS S 3030-G10Y Glans 30,NCS S 3030-G10Y Glans 30,NCS S 3030-G10Y Glans 30,NCS S 3030-G10Y Kiiltoaste 30,NCS S 3030-G10Y Gloss 30,NCS S 3030-G10Y Polysk 30
3030B90G - GL30,N3030.340S,NC_1,3030B90G_GL30,N|103|188|150,NCS S 3030-B90G Glans 30,NCS S 3030-B90G Glans 30,NCS S 3030-B90G Glans 30,NCS S 3030-B90G Kiiltoaste 30,NCS S 3030-B90G Gloss 30,NCS S 3030-B90G Polysk 30
3030B70G - GL30,N3030.340X,NC_1,3030B70G_GL30,N|111|188|177,NCS S 3030-B70G Glans 30,NCS S 3030-B70G Glans 30,NCS S 3030-B70G Glans 30,NCS S 3030-B70G Kiiltoaste 30,NCS S 3030-B70G Gloss 30,NCS S 3030-B70G Polysk 30
3030Y20R - GL80,N3030.840A,NC_1,3030Y20R_GL80,N|188|162|107,NCS S 3030-Y20R Glans 80,NCS S 3030-Y20R Glans 80,NCS S 3030-Y20R Glans 80,NCS S 3030-Y20R Kiiltoaste 80,NCS S 3030-Y20R Gloss 80,NCS S 3030-Y20R Polysk 80
3030B - GL80,N3030.840B,NC_1,3030B_GL80,N|105|157|188,NCS S 3030-B Glans 80,NCS S 3030-B Glans 80,NCS S 3030-B Glans 80,NCS S 3030-B Kiiltoaste 80,NCS S 3030-B Gloss 80,NCS S 3030-B Polysk 80
3030Y80R - GL80,N3030.840C,NC_1,3030Y80R_GL80,N|188|107|90,NCS S 3030-Y80R Glans 80,NCS S 3030-Y80R Glans 80,NCS S 3030-Y80R Glans 80,NCS S 3030-Y80R Kiiltoaste 80,NCS S 3030-Y80R Gloss 80,NCS S 3030-Y80R Polysk 80
3030Y70R - GL80,N3030.840E,NC_1,3030Y70R_GL80,N|188|117|93,NCS S 3030-Y70R Glans 80,NCS S 3030-Y70R Glans 80,NCS S 3030-Y70R Glans 80,NCS S 3030-Y70R Kiiltoaste 80,NCS S 3030-Y70R Gloss 80,NCS S 3030-Y70R Polysk 80
3030Y90R - GL80,N3030.840F,NC_1,3030Y90R_GL80,N|188|96|90,NCS S 3030-Y90R Glans 80,NCS S 3030-Y90R Glans 80,NCS S 3030-Y90R Glans 80,NCS S 3030-Y90R Kiiltoaste 80,NCS S 3030-Y90R Gloss 80,NCS S 3030-Y90R Polysk 80
3030Y40R - GL80,N3030.840J,NC_1,3030Y40R_GL80,N|188|146|102,NCS S 3030-Y40R Glans 80,NCS S 3030-Y40R Glans 80,NCS S 3030-Y40R Glans 80,NCS S 3030-Y40R Kiiltoaste 80,NCS S 3030-Y40R Gloss 80,NCS S 3030-Y40R Polysk 80
3030Y30R - GL80,N3030.840L,NC_1,3030Y30R_GL80,N|188|154|104,NCS S 3030-Y30R Glans 80,NCS S 3030-Y30R Glans 80,NCS S 3030-Y30R Glans 80,NCS S 3030-Y30R Kiiltoaste 80,NCS S 3030-Y30R Gloss 80,NCS S 3030-Y30R Polysk 80
3030Y10R - GL80,N3030.840P,NC_1,3030Y10R_GL80,N|188|169|109,NCS S 3030-Y10R Glans 80,NCS S 3030-Y10R Glans 80,NCS S 3030-Y10R Glans 80,NCS S 3030-Y10R Kiiltoaste 80,NCS S 3030-Y10R Gloss 80,NCS S 3030-Y10R Polysk 80
3030G10Y - GL80,N3030.840Q,NC_1,3030G10Y_GL80,N|121|188|124,NCS S 3030-G10Y Glans 80,NCS S 3030-G10Y Glans 80,NCS S 3030-G10Y Glans 80,NCS S 3030-G10Y Kiiltoaste 80,NCS S 3030-G10Y Gloss 80,NCS S 3030-G10Y Polysk 80
3030B90G - GL80,N3030.840S,NC_1,3030B90G_GL80,N|103|188|150,NCS S 3030-B90G Glans 80,NCS S 3030-B90G Glans 80,NCS S 3030-B90G Glans 80,NCS S 3030-B90G Kiiltoaste 80,NCS S 3030-B90G Gloss 80,NCS S 3030-B90G Polysk 80
3030B70G - GL80,N3030.840X,NC_1,3030B70G_GL80,N|111|188|177,NCS S 3030-B70G Glans 80,NCS S 3030-B70G Glans 80,NCS S 3030-B70G Glans 80,NCS S 3030-B70G Kiiltoaste 80,NCS S 3030-B70G Gloss 80,NCS S 3030-B70G Polysk 80
3040Y20R - GL30,N3040.340A,NC_1,3040Y20R_GL30,N|188|155|86,NCS S 3040-Y20R Glans 30,NCS S 3040-Y20R Glans 30,NCS S 3040-Y20R Glans 30,NCS S 3040-Y20R Kiiltoaste 30,NCS S 3040-Y20R Gloss 30,NCS S 3040-Y20R Polysk 30
3040Y80R - GL30,N3040.340C,NC_1,3040Y80R_GL30,N|188|90|70,NCS S 3040-Y80R Glans 30,NCS S 3040-Y80R Glans 30,NCS S 3040-Y80R Glans 30,NCS S 3040-Y80R Kiiltoaste 30,NCS S 3040-Y80R Gloss 30,NCS S 3040-Y80R Polysk 30
3040Y70R - GL30,N3040.340E,NC_1,3040Y70R_GL30,N|188|102|73,NCS S 3040-Y70R Glans 30,NCS S 3040-Y70R Glans 30,NCS S 3040-Y70R Glans 30,NCS S 3040-Y70R Kiiltoaste 30,NCS S 3040-Y70R Gloss 30,NCS S 3040-Y70R Polysk 30
3040G - GL30,N3040.340G,NC_1,3040G_GL30,N|77|188|120,NCS S 3040-G Glans 30,NCS S 3040-G Glans 30,NCS S 3040-G Glans 30,NCS S 3040-G Kiiltoaste 30,NCS S 3040-G Gloss 30,NCS S 3040-G Polysk 30
3040R80B - GL30,N3040.340I,NC_1,3040R80B_GL30,N|70|92|188,NCS S 3040-R80B Glans 30,NCS S 3040-R80B Glans 30,NCS S 3040-R80B Glans 30,NCS S 3040-R80B Kiiltoaste 30,NCS S 3040-R80B Gloss 30,NCS S 3040-R80B Polysk 30
3040Y40R - GL30,N3040.340J,NC_1,3040Y40R_GL30,N|188|136|81,NCS S 3040-Y40R Glans 30,NCS S 3040-Y40R Glans 30,NCS S 3040-Y40R Glans 30,NCS S 3040-Y40R Kiiltoaste 30,NCS S 3040-Y40R Gloss 30,NCS S 3040-Y40R Polysk 30
3040Y30R - GL30,N3040.340L,NC_1,3040Y30R_GL30,N|188|146|83,NCS S 3040-Y30R Glans 30,NCS S 3040-Y30R Glans 30,NCS S 3040-Y30R Glans 30,NCS S 3040-Y30R Kiiltoaste 30,NCS S 3040-Y30R Gloss 30,NCS S 3040-Y30R Polysk 30
3040R90B - GL30,N3040.340M,NC_1,3040R90B_GL30,N|75|112|188,NCS S 3040-R90B Glans 30,NCS S 3040-R90B Glans 30,NCS S 3040-R90B Glans 30,NCS S 3040-R90B Kiiltoaste 30,NCS S 3040-R90B Gloss 30,NCS S 3040-R90B Polysk 30
3040B10G - GL30,N3040.340O,NC_1,3040B10G_GL30,N|88|162|188,NCS S 3040-B10G Glans 30,NCS S 3040-B10G Glans 30,NCS S 3040-B10G Glans 30,NCS S 3040-B10G Kiiltoaste 30,NCS S 3040-B10G Gloss 30,NCS S 3040-B10G Polysk 30
3040Y10R - GL30,N3040.340P,NC_1,3040Y10R_GL30,N|188|165|88,NCS S 3040-Y10R Glans 30,NCS S 3040-Y10R Glans 30,NCS S 3040-Y10R Glans 30,NCS S 3040-Y10R Kiiltoaste 30,NCS S 3040-Y10R Gloss 30,NCS S 3040-Y10R Polysk 30
3040B90G - GL30,N3040.340S,NC_1,3040B90G_GL30,N|82|188|141,NCS S 3040-B90G Glans 30,NCS S 3040-B90G Glans 30,NCS S 3040-B90G Glans 30,NCS S 3040-B90G Kiiltoaste 30,NCS S 3040-B90G Gloss 30,NCS S 3040-B90G Polysk 30
3040G50Y - GL30,N3040.340U,NC_1,3040G50Y_GL30,N|165|188|88,NCS S 3040-G50Y Glans 30,NCS S 3040-G50Y Glans 30,NCS S 3040-G50Y Glans 30,NCS S 3040-G50Y Kiiltoaste 30,NCS S 3040-G50Y Gloss 30,NCS S 3040-G50Y Polysk 30
3040G80Y - GL30,N3040.340V,NC_1,3040G80Y_GL30,N|188|185|93,NCS S 3040-G80Y Glans 30,NCS S 3040-G80Y Glans 30,NCS S 3040-G80Y Glans 30,NCS S 3040-G80Y Kiiltoaste 30,NCS S 3040-G80Y Gloss 30,NCS S 3040-G80Y Polysk 30
